,Date,How Helpful,Review Contents,Score,Title
0,"on August 2, 2015","
      53 people found this helpful.
    ","Below is my evaluation after having used them regularly for about 60 days.SUMMARY:Before buying these headphones I did a great deal of research on the available options out there, looking at factors such as cost, comfort, performance, clarity, noise leakage, usage time between charges, and the type of power source.  My primary purpose for these headphones was to watch TV in bed, without disturbing my wife.  These do the job admirably and have performed very well to date, although they could get a 5 star rating from me, with a few small improvements.USAGE:Using these for the first time is simple, once you get them out of the nearly impenetrable and difficult to open plastic package.  Simply plug in the transmitter to a regular A/C power source (or use batteries instead, if you prefer), and then plug in the 3.5mm audio cable into your TV's Audio Out slot.  Then press the power button on the transmitter (it has a blinking green light once it is on).  There is also volume control on the transmitter, which can increase or decrease the max volume on your headset.The headset is easy to operate. Install two AAA batteries, one in each ear piece (see the photo showing one of the battery compartments).  Then install the earpiece cushion covers, which turn slightly to lock in place.  [Note: There are two AAA rechargeable batteries in the package - but you can also use regular alkaline AAA batteries instead, if you prefer.] Now just press and hold the power button on the headset until the green light on the outside of the right ear piece lights up.  [Note: That little green light also alerts to you if you have a low battery, by blinking faster when the battery is running low.]  The volume on your TV will NOT impact the volume on your headphones.  Accordingly, you can turn your volume all the way down on your TV, if desired (the TV volume works independently of the headphones, so if the headset is being used by one person, other person(s) not wearing headphones can listen at a different volume).Now the headset should be functioning and ready to go.  If it is not operating, check to verify the following:  (1) That you have the 3.5mm audio cable from the transmitter in the Audio Out slot (many TVs have an Audio In slot as well, so it can be easy to plug in to the wrong receptacle by accident).  (2) That the AAA batteries are in correctly, and that the green light on the outside of the headset is blinking slowly.  (3) Verify that the transmitter is on by looking for it's green flashing light.  Unlike the headset, the transmitter has an auto-off feature, and may turn itself off if it is either inactive for some time.PROS:Sound:  Excellent.  No complaints whatsoever.Volume:  Good volume range, with a mute feature (it mutes if you press the volume down button after getting to the lowest volume setting).  Only oddity is the volume on both the transmitter and the headset (see the CONS below for more info on this).  There are separate Volume Up and Volume Down buttons on the right earpiece, one on each side of the power button (see attached photo).  Unlike some older 900mhz wireless headsets, the transmitter does NOT cut out and give you loud static if there is a low volume in the TV broadcast. Instead, it transmits as much or as little sound as being broadcast on your media (like your TV's built in speaker).Ease of Use: Good.  Press and hold the power button on the headphones until the green light flashes, and do the same on the transmitter.  Now ready to use.  To turn off, just press and hold the power button on the headphones until the green light stops flashing.  You can also turn off the transmitter manually if desired, or you can just let it turn itself off.Clarity:  Excellent.  No popping or distortion at all, just as clear as a wired headset.Range:  Good.  The range is perfect for a bedroom or living room setting.  However, if you walk more than about 20-30 feet away, the sound may cut out temporarily (you have more range if you have direct line of sight without any obstructions, and less range if you walk into a garage or have multiple rooms between you and the transmitter).  The nice thing is that unlike older 900mhz wireless headsets, you do NOT get any loud noises when you go out of range.  Instead, the headset simply goes silent until you get back in range, and then resumes on its own once you are back in range.Comfort:  Very good.  The headset can easily adjust on both the left and right side, for those with larger heads.  The over-ear pads are soft and easily conform to your head.  The only minor issue is that the standard earpiece cushion looks like thin faux leather, and can be a little bit warm and sweaty after using for an hour or two (see the CONS below for an explanation of this issue, and the easy solution).Battery Life:  Good.  The batteries last about 2 weeks if you use them for a couple hours each day.  Battery life is not quite as long life as with some older 900mhz units, but then again, the quality of sound in the RS160 headset is completely worth it. Battery life would likely be better if the headset used AA batteries instead of AAA, but that would also add weight, so hard to say if it would be worth it.  Replacing batteries is a 30 second affair, just gently twist the earpiece cushions to pop them off, and replace both of the AAA batteries (one on each side).CONS:Button Function & Placement:  The volume up and down buttons work fine, but even though the Volume Up button is slightly larger than the Volume Down button, it is easy to hit the wrong button by accident (especially if you don't have tiny child-size fingers). What makes this worse is that Sennheiser has put the power button in the same spot, such that you can hit the power button by accident. [Note: There is a SLIGHT imprint on the power button that you can feel if you pay attention, but it is very easy to press a volume button together or instead since the buttons are small and a little too close together.]  IMHO, the headset would be far easier to use if the power button were either moved further away from the volume buttons, or if it were merely an On/Off switch.Transmitter Auto-Off:  This is the only wireless headset I have had which has a transmitter that needs to be turned on every single time you use the headset. Why does the transmitter turn itself off at all if it is plugged in?  IMHO, it would be far better if Sennheiser just deleted the auto-off feature, or used a traditional On/Off power button.Lack of any Headset Auto-Off:  Unlike the transmitter, which is plugged in, it would make sense for the headset to have an auto-off feature when there is no transmission for a period of time (say, an hour).  However, there is no auto-off feature on the headset.  With it being difficult to know for certain if you hit the power button to turn the headset off (such as when you fall asleep with the headphones on), it is easy to accidentally leave the headset on for hours/days, running down the battery.Transmitter Volume Adjustment:  Really don't understand why there is a volume adjustment on the transmitter.  If you increase the volume on the transmitter, it increases the max volume and min volume on the headset.  Why not just give the headset more range of volume on its own and ditch the separate transmitter volume???Sub-Par Material on the Ear Pads: The standard earpiece cushions look like thin faux leather.  I have seen this material deteriorate over time on other similar products, and based on the other reviews I see here, apparently this occurs over time with the standard RS160 ear pads as well. However, more importantly, the earpiece cushions get a little bit warm and sweaty after using them for an hour or two. However, you can order the Genuine Replacement Ear pads SENNHEISER RS180 HDR180 Ear cushions Foam Earpad as perfect fit replacement, and get the superb velour earpiece cushions from the more expensive RS180 Sennheiser headset instead (they are a little pricey, but are worth the price).BOTTOM LINE:Very good product with excellent sound, clarity and comfort.  Glad that I purchased them, and would do so again.  While the Sennheiser RS160 has some minor drawbacks, in my opinion it is still the best option in this price range.",4.0 out of 5 stars,"Great headphones with excellent sound and usability, with only slight design imperfections."
1,"on August 8, 2017","
      5 people found this helpful.
    ","I purchased these as a gift for my girlfriend in December 2016. We live in a small apartment and wanted a way for one of us to watch television while the other one was working. They work fantastically well for that. It is great to be able to read or study while she watches TV or vice versa. No more arguments. The sound quality is excellent and it is so much easier to hear all the words and all the details in a movie with these on. So much so that we are probably going to get another headset so we both can have one when watching a movie together. The three star rating is due to the fact that Sennheiser offers a fairly comprehensive two year warranty on their products if purchased from an authorized dealer.  But, according to the Sennheiser website, Amazon is NOT an authorized dealer. If you are worried about buying an expensive headset only to have one side short out after a year, it would be smart to purchase it elsewhere.",3.0 out of 5 stars,It is great to be able to read or study while she ...
2,"on September 17, 2017","
      3 people found this helpful.
    ","I own four pairs of these, and use them frequently.  They are parked in various rooms with TVs at residences of mine and my sweeties. GEnerally I like them a lot, but only after I modified them. There are, some significant both pros and cons with these:Pros:These are exceptionally comfortable headphones, which can be worn without issues for long periods of time.  They fit fine over glasses.The sound from these is superb. Perhaps those who spend $600 to $2000 on insane audiophile headphones might have issues, but as a user of Sennheiser HD 598 corded headphones, and as one who has used a dozen different other headphones, these certainly rank high in the real world of non insanely expensive headphones, included when compared to corded headphones.The radio link range is pretty decent.  Solid sound at 30 feet from the transmitter, and I often (tho not totally consistently) can pick up sound when in many other rooms of my house, including the a floor down from the bedroom transmitter and in the basement.Cons:Insanely, unpardonably STUPID STUPID STUPID ... grossly incompetent user interface design... placement of the power on button right between the up and down volume buttons on the headphone... which one has to reach blindly.  The tiny blip on the power button does not help at all, and the buttons are otherwise flush with each other.  One WILL time and again turn off the headphones when trying to adjust the volume.Note that it's a bad design in the first place to use multiple tap up and down volume buttons instead of a continuously moving knob or disk (whether analog or digital behind the knob is not the issues... it's the feel of a knob or disk that is the issue).  But can live with press up and press down buttons, even tho I don't like them, but NOT with the power button put between the two and a requirement to reach for the buttons blindly.On all four of the ones I own I opened them up, soldered wires to the power on button, installed an alternative button off to the side, and cut out the actuator plastic pad for the power on button. Now I can trivially feel where the up and down buttons are and never hit the power button accidentally.  Sadly, few consumers of this product have the skill and experience needed to do this (admittedly relatively simple) electronic tinkering task.A less serious criticism for most users, I still am disappointed that these lack a Left-RIght balance control, which is nice for those who have hearing loss and for whom hearing is significantly different between left and right ears.Finally, overall construction, which employs plastic throughout, is less than rugged.  To be fair, I've not had any of my headphones break, but they are obviously easy to break if even mildly abused (as in sitting on them the wrong way).Thus, if you can live with (or in the case of the power button, FIX) the flaws, this is a very good-sounding, very very comfortable wireless headphone.",4.0 out of 5 stars,"Excellent sound, Exceptionally comfortable, good wireless range, but some seriously poor design in other areas."
3,"on September 22, 2014","
      8 people found this helpful.
    ","As a former owner to RS130 the 160 is not much of an improvement especially the price difference.Sound (edge to RS160)RS130 - will create noise if positioned a certain way (especially lying down on leftside), the sound is great. The surround portion is really noticeable.RS160 - has a bit better sound clarity, but the surround sound is not that noticeable compared to RS130.Ergonomics (edge RS130)RS130 -  the ear padding feels just great and can listen for hours without feeling I have to take off the headset.  I think even Chuck Norris could kick a few bosses while listening to music or movies with this headset.RS160 - The ear padding gets hot....i don't mean lukewarm I mean really hot - I cannot make through a movie without at least giving my ears some air.Controls (huge edge to RS130)RS130 - The controls with the volume dial makes it very easy to adjust volume and can do so without taking off headset. I especially like the on/off being on the otherside again noticeable difference compared to RS160.RS160 - The controls are simply the WORST thing on this headset - they are too close together...They put the power button inbetween the volume controls -- You have to take off the headset to even know which one is which....bad design. simply horrible.Overall wireless, connectivity etc...RS130  - came with a charging station you simply place the headphone onto and it charges.....works great.  I started with two RS130's but down to one after about 2 years...don't know what happened to the other maybe shorted because I noticed the electical line cracked and might have shorted it. the electrical lines are the worst thing about this as they are skinny much more than models they are rail thin... The distance is pretty decent can go to parts of the house without issue ...but you will know the farther you walk the loud the noise.RS160 - Seem to be built pretty solid and come with two parts a receiver and a headset...you have to plug in the headset instead of placing it on a self charge stand and the power receiver.  All - in - all this is fine except that to turn off the headset fully without battery drainage you must turn off the receiver too.Note: the RS130 were discontinued which is sad as they were great headsets and would buy it again in a heartbeat, but the RS160 are an OK replacement for about $50 more than I paid for the RS130.  I would look into the RS180 but that price they better come encased in platinum and have corinthian leather for luxury feel around the ears.",3.0 out of 5 stars,RS130 vrs RS 160 head to head
4,"on October 25, 2017","
      One person found this helpful.
    ","I bought this unit to replace the existing RS120 that I have which wear out from everyday use. The unit's instructions are absolute crap so I went to Youtube for a better take. Found out I needed an earphone Female plug to 2 RCA male plug adapter. WENT TO THE STORE. What I found was a male earphone to 2 male RCA Adapter and nothing else (and it worked). Once I plugged everything in and figured out how make it work it worked very well. The first thing I noticed  is the sound is much better but the range of the headphones is about 1/3 what the old pair was. Also note that the packaging is basically bomb proof and very hard to get the item out of the box with out breaking the unit.What to improve: Try including all the parts you need, don't make the packaging bomb proof and include instructions. This means in a readable font and size. Also I am not in France, the Czech Republic or Panama or the many, many languages you include. Also if you are going to make the writing that small, please include a microscope. Other than the lost range it works very well.Update:At first I liked these. The sound quality was better than the Senn. RS120s that I replaced. Lately they have become very glitchy, and I often have resist the urge to tear them apart with my bare hands and then throw them against the wall. The range is about a third of the RS120s. Ordered the now obsolete RS120s again. I just need to be able to hear the TV with out stunning small mammals, and keeping everyone awake at night. These are off to Goodwill.",4.0 out of 5 stars,2 Oz product in a 50 pound box. Hard to open-plus now they suck
5,"on December 2, 2016","
      2 people found this helpful.
    ","I would rate the sound quality itself for these headphones as upper midrange. They could use just a touch more bass, but clarity and overall sound is great. I will agree with other reviewers that the range is not as good as advertised and I don't understand Sennheiser advertising this product as convenient for carrying around. If you want something like that, grab a bluetooth headset.NOW for the deal breaker (for me). I bought these to use in a home recording studio. Wireless headphones sounded like an awesome break from annoying headphone cables. Alas, there is the tiniest of latencies from the transmitter to the headphones. It's barely noticeably if you're just listening. But when you try to play an instrument along with a click track or other tracks, it will have you all kinds of tangled in confusion. Took us a minute to figure out what exactly was happening. SO if you want these to use for recording, look elsewhere.I gave this 4 stars because my issue is probably true for just about any wireless headphones I'm now realizing, and the actual quality of these as normal headphones is 4/5 stars in my opinion. I kept them as they're great for wearing around the house during the day when I don't want to annoy my neighbors with loud music!",4.0 out of 5 stars,"Good sound quality, latency makes it no good for studio applications"
6,"on February 13, 2017","
      2 people found this helpful.
    ","great system for watching TV late at night without disturbing the family.  I sometimes get home late from work (midnite) and need a short movie to unwind.  I just press two buttons and I can watch my movie without waking the family.Just plug the system into your TV audio headphone jack, set your TV preferences (Sony TV), plug into the wall for the recharger.To use, just press the pair button on the headphones and the button on top of the main controller, and you are connected.  Volume is controlled from the headphones.  I can walk around the room, kitchen without audio interruption.The headphones are very comfortable and soft to wear.There is a slight signal interruption if you turn 90 degrees from the TV.  I suppose it might be an antenna orientation issue.  Audio is immediately restored once you face the TV againI like it.  It's easy to use when you need to let your family sleep without listening to Star Wars at midnight!",5.0 out of 5 stars,great system for watching TV late at night without disturbing ...
7,"on December 14, 2016","
      One person found this helpful.
    ","I am not an audiophile, but I did put time into researching headphones when it was time to replace mu current pair.  I'd never owned headphones that last more than a year or two.  I suspect that was purely because I bought crap headphones that looked ""cute"".  I'm older, wiser, and have different needs.When looking for headphones I had some things on my wishlist.  I would be using this at my PC and I would be using them for long periods of time (work and gaming).  Most headphones would make my ears hurt in short period of time and needed and over the ear set.  I have dealt with peeling ear pieces so I wanted to find one with easy replacements and options (I purchased the ""velvet"" RS 180 for this set as a spare).  I did not want a large receiver.  I also did not want sound canceling headphones (say what? Yes, you read that right).  I wanted an adjustable band that had cushioning and flex...and something in a neutral color like black/grey.  I was also looking for something that could get me by for 8-10 without having to charge it and that would still give me sound at about 20 ft away.Many reviews were read, many weeks passed, and eventually I decided to pony up the money and get a decent head set from a reputable brand.  This met all of my expectations, simply put.  It's wireless, I can move around about 35 feet from my location and still hear, it gives (as far as I can tell) great sound.  If someone is talking at me I can still hear enough around me to shift an earpiece off address that person without doing being complete disconnected from the world via noise cancellation (not a popular feature for many people but it is for me).  I have had these for a few weeks now and I never, ever have been uncomfortable wearing them, even with earrings.  I can get as much as 12 hours of use out of them without hooking them up to charge, but I do still need to charge them overnight.  If I am going to spend a weekend gaming then I do need to take break to let them charge.  When I am ready to use them I just put them on, hit the receiver button and then the button on my headset.My only qualms are things I didn't even consider or that came to light as I used them.  I cannot use them while charging it seems.  So if I am in the middle of something and the battery dies I cannot simply connect the charging cable and keep going.  Also, the charging port is a little tight and require quite a push and pull to hook it up.  Those are my only complaints. They are minor inconveniences I can live with.I hope to get around 4+ years out of these before I need to consider a new pair.  If these perform that long (or longer) I know I will invest in a more expensive pair.  So far, I am very happy.",4.0 out of 5 stars,Excellent pair of headphones that met my needs.
8,"on April 27, 2015","
      3 people found this helpful.
    ","So, let's keep things short and sweet.Pros:- Sound--In short, it's incredible. Crystal clear. I can hear the whispers fine, and the bass doesn't overpower everything else during a movie. Then again, Sennheisers are known for their great sound quality, so I'm not too surprised.- Signal--I feel like I kind of addressed this with the sound part, but there is absolutely no hiss with these, and I've walked quite a ways away--okay, twenty to twenty-five--with no degradation in sound quality.- Comfort--Plan on binging a season or two of your favorite show, this weekend? If so, get these. They are, without a doubt, the most comfortable headphones I've ever worn. The ear cups are ridiculously soft, the headband clamps just enough to stay put, and the build is surprisingly light. I've worn these for almost half a day before without once needing to take a break. This alone makes them worth the price.- Battery Life--Bear in mind, these don't have a cradle on which to charge. A cable plugs directly into one side. Now, when I use mine, I usually just set them beside my chair. No plugging them in, no charging. Because honestly, they don't need it. I plug mine in maybe once every two months with moderate use, and they're fine.Cons:- Build--I know I said I like the light build--and I do--but comfort comes with a trade-off here. These just don't feel like a pair of headphones you could throw in a checked bag for your flight to Japan, and be completely confident they'd come out in one piece. They don't feel cheap, but they do feel somewhat delicate.And finally, for those thinking the price should be a con for whatever reason, let me say this--I also have a couple pairs of Sony MDR-IF245RK headphones I bought before these for about sixty-five dollars, and the extra fifty-five I spent on the Sennheisers was well worth it. The MDRs hiss, they lose their signals at something like seventy degrees from the front, they don't get much distance, and their comfort level is about a tenth of these. Which isn't to say the MDRs are HORRIBLE, of course. They're great for the price. But these are phenominally better.I'd say spend the money if you have it.",5.0 out of 5 stars,Spend the money if you have it
9,"on March 8, 2015","
      3 people found this helpful.
    ","The Sennheiser RS 160 Digital Wireless Headphones have crisp, clean sound without hiss or interference.  They have good range as well: I maintained excellent signal 30 feet away and through two walls when I took them through my house, and the KLEER technology kept the sound nice and clean.  I experienced no disconnections or transmission background noise (i.e., static) associated with broadcast silence as reviewers have noted with other headphones.The base unit is powered by either optional AA batteries or an included AC adapter with built-in splitter that will also recharge the headphones, which are powered by included rechargeable Eneloop AAA batteries.  According to the manual, the base unit will switch to AC when using the adapter, and will not charge batteries in it, regardless of the type used. The manual also warns against using the headphones with non-rechargeable batteries and plugging it into the charger (which is a no-brainer for most people familiar with rechargeable battery devices, but may not be obvious to everyone).The headphones are reasonably comfortable but not perfect, and have supple, synthetic material on the circumaural cushions that may cause some people to sweat if wearing them for long periods of time.  I have no problem wearing them with glasses.The build quality is good, though not as good as my Sony MDR-DS6500.  I would have bought another set of the Sonys, but was swayed by Wirecutter's choice of the RS 160s as their top headphone pick last year.  The 160s cost eighty-five dollars less than the Sony headphones at the time of this review and are adequate for simple TV viewing, but do not have the 7.1 surround sound some purchasers might want.  They are strictly stereo.The one thing I would have liked would have been a charging stand like that included with the Sony headphones.  Sennheiser has a stand/cradle with other models such as the 165s, but not the 160s.Overall, these are good headphones at this pricepoint ($115 when purchased in Feb 2015) if you're happy with stereo and don't need a charging cradle. They sound great, have excellent range, no static, and adequate build quality.  The Sennheiser RS 160 Digital Wireless Headphones are a keeper.",4.0 out of 5 stars,"Sennheiser RS 160 is a keeper for good, clean RF stereo sound"
