,Date,How Helpful,Review Contents,Score,Title
0,"on May 13, 2015","
      89 people found this helpful.
    ","This is easily the best pair of headphones I've ever owned. However, with Bluetooth, every review should include, front-and-center, which devices you tested them with. Bluetooth compatibility can be very fickle, and using sub-optimal codecs can lead to inferior results, which are not the fault of the headphones.So I'm writing this review based on my experience with them on two devices: the Verizon/Samsung Galaxy Note 4 running Android 5.0.1; and the Avantree Saturn Pro bluetooth adapter connected by 3.5mm to my Windows 8.1 desktop.As of 5/13/15, there is currently a bug on Android where any bluetooth device will occasionally ""click"" and ""pop"" during playback if the screen is off. This is NOT the fault of these headphones, so don't return them if you experience this. Instead, look for workarounds or updates to your device. You will find that these headphones do not exhibit that behavior on iPhones, Windows desktops, or almost anything else besides an Android device running 4.4.x or 5.0.x. This is an Android problem, plain and simple. I will not be faulting these headphones in my review for an Android problem.I will echo most other reviewers in saying that, physically, these are some awesome-feeling headphones. Very comfortable to wear, very sturdy, very portable. The battery life is fantastic. The tactile feedback on the controls is great.Pairing them is simple and reliable, with all the devices I tested them with.Now, for sound quality, the most controversial aspect. Personally, I think these headphones sound amazing, and I can't tell the difference between music played through these headphones and the music played back through my wired Sennheiser HD-25 II cans, which are high-end studio monitoring headphones.The most important thing you need to know is that, if your Bluetooth device does not support *both* Bluetooth 4.0 *and* the apt-X codec, you are not going to receive the best experience. Unless you can positively determine that your Bluetooth device supports both of these, do not expect the top-end sound quality to be available. If your device connects via Bluetooth 2.1 or 3.0, or does not use the apt-X codec, do not expect good audio quality; it just won't happen. You will be disappointed. You will want to blame the headphones for it. It's not their fault.Now that you've gone out and bought a phone or mp3 player that supports apt-X and Bluetooth 4.0, you may now rejoice in the fantastic sound quality that these 'phones provide. The bass isn't overdriven; the treble is well-defined and nuanced; the dynamic range is excellent. I've listened to genres from pop to classical to electronica to guitar-and-vocal solos, and everything sounds absolutely great to my ears.As far as value, I am sure I will get my money's worth by using these headphones over the course of several years, but at the same time, the price is VERY steep compared to some other headphones that deliver close to, but not quite the same level of quality as these. If you want to save a few hundred bucks, you can easily pick up a very good pair of Bluetooth headphones from a company like Meelectronics. That said, since these cans are a high-end product, you are simply not getting as good of a ""value proposition"" out of them: the extra features, physical stability and sound quality you get from them is not ""worth"" the $250 or so extra you're paying for them over and above an already very good pair of headphones. Only get them if you really feel you need that top-end sound and excellent noise cancellation quality.In conclusion, here are the ""sub-ratings"" that my 5-star overall is based on:1. Physical ruggedness: 5/52. Physical ""feel"" and appearance: 5/53. Portability: 5/54. Ease of use of the controls: 5/55. Noise cancellation quality: 5/56. Battery life: 4.5/5 (there are headphones out there that last longer, but these last more than long enough to go a whole day on a full charge.)7. Sound quality: 4.5/5 with a device supporting Bluetooth 4.0 and apt-X (and NOT Android 4.4/5.0 devices unless you keep the screen on to prevent the ""clicks and pops"" bug in Android itself)8. Comfort on ears: 5/59. Compatibility: 3/5 (you will NOT enjoy the quality of the sound if your playback device does not support apt-X and Bluetooth 4.0, and the wired jack doesn't directly support 3.5mm TRRS plugs like I expected it to)10. Sound volume range: 5/5 (you can adjust the volume to be very quiet and still listenable and high quality, or blast your eardrums out if you so please)P.S. I've had the headphones and have been using them daily for five weeks at the time of posting this review.",5.0 out of 5 stars,"Perfect, if your device has the chops to drive them"
1,"on December 27, 2017","
      7 people found this helpful.
    ","Wow.That's about all I can really say. These are my 3rd pair of noise-cancelling headphones and likely my last for many years. I don't think there's really much room for improvement.I've checked out the different options at my local big electronics store, including the Bose QC35 II and the new Sony ANC 'phones. And they're nice. But when I saw the Sennheiser HD1 on sale, I couldn't resist and I bought a set as a holiday gift to myself.First, the noise-cancelling. I have 2 other sets, and they both work well. But with these on my morning commute, I absolutely cannot hear anything on the noisy train. Nor can I hear anything in the loud train station in the city center with thousands of people walking through.Second, the sound quality. I should preface this by saying I have a phone which offers aptX support, which I take advantage of. But really, you already know the sound quality will be great. I've been using Sennheiser products for 15 years and not one has been disappointing. Sennheiser is easily among the top audio brands, which is why I keep coming back. But these headphones are above and beyond. Even with a Bluetooth connection, they manage to sound as great as my wired headset, if not better. They let you hear the details that get washed out by lesser-quality headphones, and everything sounds crisp and spot-on. There's solid bass and soaring highs, and everything in between is perfect. This is how music is meant to sound. I'm by no means an audiophile, but I appreciate the sound quality.Third, build quality and packaging. The packaging included a nice semi-rigid carry case, a 3.5mm audio cable, airplane converter, and charging cable. The case is well-made and fits the 'phones snuggly. The only gripe I have is with the 3.5mm cable, because it's a little bit challenging to get it plugged in correctly, especially with the headphones on your head. Minor gripe, honestly. The build quality is very solid. I'm a little bit afraid the exposed cables could snag something and rip or otherwise be broken, but I'm pretty careful with them and it seems an outside chance that anything will happen. The size adjustment is different but works well. There's a good amount of pressure when wearing these headphones, but it doesn't bother me. I feel that it would not be a good idea to wear glasses with these, though.In all, I highly recommend these headphones. If you're looking for active noise-cancelling headphones that are both quality headphones and block out the world around you, there is no better option.",5.0 out of 5 stars,Wow
2,"on June 3, 2016","
      5 people found this helpful.
    ","These were an impulse buy. I wanted something Wireless and easy to carry and fold. I have the V-Moda's XS but those aren't wireless. The XS's sound superb don't get me wrong. But, Sennheiser got me with these wireless cans that are almost the same foot print as the V-Modas XS. Both are over the ears and small enough to lug around. I'm not a fan of huge cans that cover half your head. I look ridiculous with bigger cans. These on ear Momentum's are amazing. The sound is superb for a Bluetooth headphone. I have really no complaints. When I want wired, I'll go to my V-Moda's XS but when I want freedom I stick with these Sennheiser's. I have to add though, there is a huge difference going from wired to wireless but these can keep up. That's what surprised me. It's like I am wearing wired headphones instead of wireless. There is very little distinction. The noise cancellation is also a plus with these. They are not 100%. I'd say they cancel out about 75 to 80% of outside noise but they do the job. I mean whats not to like? You get great sound from a wireless on-ear headset, great look and feel. Well build and sturdy. You can use either Bluetooth profile or NFC. You can remove the soft ear cushions to replace them and or clean them. You get a soft carry bag and a nice zippered pouch as well. If your headphones battery drains you can use a snap on cord which comes with it. The battery lasts 22 HR's. Collapsible design. You can pair up to 9 different devices to it. It will play from the last device it was connected to. There is a European woman that gives you verbal notifications when you turn on and off the headphones. The controls on the headset is simple as pie. Small footprint as I already mentioned. I mean...Really!",5.0 out of 5 stars,I'm still in shock!!!
3,"on November 12, 2017","
      4 people found this helpful.
    ","I've been in love with their HD25-1 II for almost a decade.What is the best with HD25-1? Detail. It clearly separates sounds and it doesn't boost any particular sound too much like others, so you can hear and track all the lines in music even when you play it on iPhone. I'm a big fan of Battles (if you know how much sounds they put into a song), and HD25-1 has been the best option available for me to enjoy their music (if you could let me know better one, it'd be appreciate so much btw!).But the only down side with it was the cable. I wear it at work, and the cable always bugs me. Since iPhone is now too huge to fit in my pockets, it has to be somewhere else, then every time I stand up, the cable pulls me.So I decided to give another try to wireless headphones even though I've never been satisfied with them at all anytime I tried in the last 5 years.But, wow, this headphones, is amazing. Of course it's not as exactly clear as wired ones, but it's clear enough and you can still enjoy as much detail!Those wireless headphones used to sound like music being played in the next room, but now, it's like I'm listening with a single layer of Kleenex between my ears and headphones.Plus, design is simple, classic (I'd say), and beautiful, material is great, battery lasts like 2 full-days, control is straightforward, nothing is confusing for me. It is expensive, but it's worth the price. (I briefly tried a BOSE at the similar price range, but I prefer this one for less boosted bass and high tone.)Only thing you may want to know before purchase is you can't expect much on its noise cancelling. You can definitely hear everyone chatting around you. It's more like this: when you cover your ears, you should hear muffled noise, and the headphones will cancel the noise so you hear what you hear when you don't cover. Actually it's a bit better than that but you should expect only that much.Oh, one more thing, if you put this around your neck and run to catch the next train, speakers will hit your collarbone badly. It's light, but it's heavy enough to hurt.",5.0 out of 5 stars,It's just awesome
4,"on February 18, 2018","
      2 people found this helpful.
    ","The sound quality of this Sennheiser HD1 is very good indeed.  I want this on the ear instead of the over the ear for 2 reasons.  The first one is that I sometimes take my headphone with me when travelling.  I need the compact size.  The other is that, while my Bose AE2W is comfortable, it is hot.  I do not like to have my whole ears covered during summer.  Another reason that I picked Sennheiser is that Sennheiser uses high quality material.  This Sennheiser uses Alacantra for covering material on the ear pads.  As much as I like my Bose AE2W, I hate the fake leather covering ear pads.  I have to replace them when the ear pads flicked off black pieces all over the place. If Mercedes would use Alacantra as an option for their car seats, you can tell Alacantra would hold up very well.The Active Noise Cancellation comes as a bonus.  I thought since this is an on the ear pair, the Active Noise Cancellation would not be effective but I was wrong.  I live in a condo and a neighbor was remodeling.  Some worker broke a line on the fire extinguishers.  The alarm on the whole complex was on for about 40 minutes.  It was a loud high-pitched piercing sound that drove everyone crazy.  All my fire alarms in my unit were triggered.  I grabbed the Sennheiser and turned it on.  It worked, while I could still hear the alarm but the sound was reduced to a level that I could live with.  I ended up pumping music with my iPod to the Sennheiser.  Instant Bliss!I have no problem pairing at all.  It would pair two devices at the same time.  Since I use BT mouse on my MBP, my Sennheiser would pair to my MBP as soon as I turn it on as long as my MBP is powered on.  I have to manually disconnect the MBP connection.  Otherwise, pressing the buttons on the side would turn on my iTunes on the MBP whether I want to or not.  The controls on the right ear cup is simple, there is only two buttons.  There are different and easily accessible.  I have no issue with the controls.The carrying case that comes with this Headphone is well made.  There is a dust bag, a charging wire and a connecting wire if you do not want to use BT.  There is a two-prong plug for use on a plane but unless you are flying on a very old commercial plane, you will not need this two-prong plug.After a few weeks of breaking in, this pair of Sennheiser is more comfortable to wear.  It is heavier than my AE2W but the reason is that the Sennheiser is built with Stainless steel headband and thick plastic ear cups. The headband was only tight at the beginning, flexing it is the trick to loosen the tension. It could use a little bit more padding on the headband though.  Due to the weight, this is not a pair of Headphones you would take to the gym or go jogging.  For sport activity, I use my Beats 2 earbuds.  The Beats 2 works great and will stay on with the help of ear loops.Yes, I would recommend this pair of Headphone.  I am glad that I picked it up when it was on sale.",5.0 out of 5 stars,This Pair of Sennheiser Saved My Ears
5,"on December 20, 2017","
      One person found this helpful.
    ","I bought this set mainly for the wireless and microphone availability.  I have purchased Sennheiser products in the past, and knew the sound quality would be great which it was.  Very clear Audio, very comfortable, and it looks great without looking too flashy.  headphones has a bluetooth connection with a power button and volume buttons within reach.  Headphones are on-the-ear  instead of over.  They fit very comfortably with 3 hours being the most I've worn them in one sitting without discomfort.  Removed a star due to the microphone.  I do not know why, but there is a ""can you hear me, now"" moment when you first come on the line or when you switch mute off.  An additional nitpick is tied to the echoing I can hear when I am on the phone.  So as I am on the phone, and tapping my finger on the keyboard or desk, I can hear it echoing in my headset.  Other than that, it is very seamless, with listeners stating they do not hear any deterioration in my voice and could be mistake for a landline.",4.0 out of 5 stars,"Great Sound, Nit Pick with the microphone."
6,"on March 12, 2018",,"The consensus that seems to be emerging in these reviews of the Sennheiser HD1 On Ear headphones is both accurate and useful in helping to understand the HD1. But I still have a few nits to pick. First, don't hesitate to try them; he sound quality is absolutely fabulous. You could spend many times the cost of these and gain very little in sound quality.  But other aspects of the design fall far behind what I expect from these.  My complaints relate primarily to usability and documentation.  There was no user manual with my HD1, and what I could find on-line is for a different headphone. But there are very few controls to access. Basically there is volume and power on/off. The volume control works well and is easily understood after a few uses. The power control is impossible, requiring the user to find a button that is about the size of the head of a pin. Eventually I learned how to find it and use it. But the other controls are equally tedious and  difficult to use. Each time I start the HD1 up I have to go  to my system preferences, select the device, and then connect to the Bluetooth controls (separate from the system preferences) to verify which devices are connected and reconnect others as needed.  Make no mistake, the sound is glorious, but the tedium makes it a high price. These may play nicer with other computers, but my Mac seems to be unable to get along with the HD1. Too bad such a fine piece of electronics is so weakly supported.",3.0 out of 5 stars,Great sound worth tedious operation?
7,"on February 3, 2018",,"The sound quality is very good, and the noise cancelation works fine, too.  Out of the box, the ear cups are uncomfortable, but I've used other Sennheiser supra-aural headphones that take a while to break-in, so I expect them to get better over time.  The headband, however, doesn't have any real padding.  It's okay if you keep it flat on your head, but sometimes I need one ear off which puts the band at an angle with only one edge pressing into my head, and it gets very uncomfortable.Another thing I don't like about this model is that they only have one switch/button thing for controlling volume, play/pause, and skip/seek.  Pressing the button multiple times, or press some number of times and hold: it's not intuitive at all, and it's easier to just pull my phone out.  My old Sony headphones had separate controls that were very easy to use.The last thing that I don't like about these is that the volume control only changes the volume setting on the device they're connected to, rather than controlling the headphones independently.  I know most Bluetooth headphones are going that way now, but it gives you less fine-grained control of the volume, and like many BT headphones, the minimum volume setting on an iPhone is too loud with these.Other than the above, they're good headphones and the battery life is very good.  I had no problem pairing them with my computer, iPhone, Chromebook, and Samsung TV.  I got a good deal when they were on sale before the end of the year, but even at that price I don't think I'd buy them again.",3.0 out of 5 stars,"The sound quality is very good, and the noise cancelation works fine"
8,"on January 2, 2017","
      One person found this helpful.
    ","Good looking headphones, and reasonable NC.  Sound quality is good, but not ""wowing"" as I was expecting from other reviews.  The earphones can get slightly uncomfortable (due to pressure) after a few hours, but the material of the cuffs is actually pretty nice/comfortable overall.  Very portable and come in a nice case with room for the included wires.  Of note, the audio cable is proprietary - you cant just use a normal 3.5mm audio cable.  However the necessary audio cable is included with the headphones.  If you have a large head or large ears, you'd probably be better off spending the extra money to get the Over/Around ears version instead of this on-ear version.  I paid $200 for this item (Ivory).",4.0 out of 5 stars,"Overall nice, very portable for travel."
9,"on April 23, 2015","
      46 people found this helpful.
    ","I was so looking forward to these headphones. I've owned the Momentum wired on-ear headphones for a year now and have enjoyed them tremendously for their portability, light-weight, comfort and very reasonably good sound. They sit front and center in my messenger bag whenever I'm traveling anywhere and are a lot of fun for both music and movies on the tablet. Given that I got them at a very attractive discount to MSRP, they have been a keeper.But. Whenever I use my fitness bluetooth earphones, I always enjoy not having the cord. As a result, and despite the pretty high price, I decided to give the Sennheiser Momentum wireless on-ear headphones a try. Long story short, they are average, plain and simple. Here's the rundown:Form.They are beautiful. Period. The quality of construction is superb and while they are heavier, they are not THAT much heavier than the wired versions. Perhaps just a bit top heavy because of some of the reinforcement under the headband (antenna? battery? who knows.) Considering the bluetooth, battery and noice cancellation hardware, that's pretty great. The felt earcups are very comfortable and I didn't have any problems with heat or pressure while listening to them for up to an hour. Further, I love that they have hinged the headset. Now, the headphones fit even more sleekly into bags and jackets. Don't know why they didn't do that on the wired version. If there is one complaint, I'd actually have preferred a slightly tigher headband so the headphones feel more stable if I should quickly swing my head. Nevertheless, the metallic construction and plastic finishes all feel top notch and are what I've come to expect from Sennheiser.Function.I'll keep this section short since it's subjective but the controls are decent...maybe above average but not class leading. Power is pretty straight forward: one press and long hold until powered on. And on that note, let me add that I do NOT like the English-accented female voice they chose. Way too fake aristocratic for me. Can't we just have a nice and clean midwestern accent? (And I'm from the northeast.) The control button is multi-capable: one click for play-pause or answering/hanging u calls, two clicks to skip track, three clicks to go to previous track, tilt up for higher volume and tilt down for lower volume. It functions pretty well but the controller feels a bit flimsy. It's easy to raise or lower volume but multi-clicking is not a consistent experience. I wish it had a more tactile feel. Anyway, like I said, it's splitting hairs and pretty much gets the job done though it just doesn't live up to the awesome form factor. It detracts a star. Also, I did experience some crackling and connection yips via Bluetooth as others have mentioned around the web. It wasn't all the time (and it could usually be resolved by unpairing and repairing) but it was annoying.Sound.And here's the only thing that really matters at the end of the day. How do they sound? AVERAGE. It really pains me to write this because I LOVE Sennheiser headphones. For my part, they usually have the perfect balance of mid and treble with a delicate punch out of the lows. Unfortunately, the Momentum wireless on-ear just couldn't remote achieve this high bar. It's probably the bluetooth, but even with the option wired cable, it still was way off. So how so? Bass. The bass was just way too overloaded. I can't even imagine how the Urban wireless will sound if they are supposed to be for bassheads. It was just too disappointing. The bass just overwhelms the entire listening experience. Mid range horns and vocals just get lost under it and the treble has to work overtime to offer any resonance whatsoever. In time, my ears sort of got accustomed to it but what results is just muted mids and highs that are not crisp, soothing, jubilant or sparkling. As a result of the bass, they are just muted and hoarse. Perhaps if you love rap or techno, they will fit the bill, but they came up sorely lacking for jazz and rock. Seriously, I had to strain to hear solid vocals and delicate cimbals. Instead, the thump of the drums and the over-vibratto of bass guitars far and away took center stage. If that's your flavor, have at these.A word on noice cancellation.It was actually perfect. Not so overwhelming that I felt dizzy or disoriented inside the cans but strong enough to seriously muffle the goings-on around me strolling around NYC. I've read that some wish that Sennheiser had boosted the NC further but count me in the very happy camp. I don't like when the NC leaves the music feeling stark and naked in a wave of blackness. In those cases, the quiet gets SO quiet that you can almost hear it...if you know what I mean. Here, I think that the Momentum wireless version of NC is ideal and the most balanced implementation that I've ever heard. Good stuff that.Conclusion.So, what to do? Alas, they are going back. I'll try the over-ear version (despite the larger footprint) and see if they can better represent the source audio. If not, there's always the new Beoplay bluetooths to test out as well. Failing both of those, I guess it's back to carrying a wire around and just dealing with it. I'm not yet ready to give up that much sound quality for wireless comfort.Notes.All music played via Android OS on HTC One M8 smartphone and Google Nexus 9 table.",3.0 out of 5 stars,So close but so far away
