,Date,How Helpful,Review Contents,Score,Title
0,"on May 13, 2015","
      81 people found this helpful.
    ","I was deciding between Sennheisers RS 175 and RS 185. I knew going into it that the RS 175 would have given me more bass due to it being a closed headphone, but I've owned my fair share of Sennheiser wireless enclosed earphones enough to know that you sacrifice soundstage making a set of closed cans feeling more muffled. The other thing is closed cans can build up heat and make your ear area kind of sweaty, so I choose to go for the open RS 185's. The thing is, they were on sale at the time, only $30 more than the RS 175's, so I jumped at the opportunity and saved myself close to $100. Even so, they're still expensive, but, in my opinion, completely worth it.Like I said, I've had experience with Sennheiser RS wireless headphones, mostly with low end models where the static is pretty obvious as you walk around the house. These have no static whatsoever, whether you're connected by analog or digital. The headphones are still burning in, but the clarity is pretty amazing. These are considered to be wireless headphones for music and the RS 175's for movies and tv, but I don't see that as being as clear cut. What you lose in bass ( it's still there, but not thumping ), you gain in soundstage and I can't emphasize how well ALC ( automatic level control ) balances out audio from say speech that's too low or heavy action scenes that are way too overpowering where you end up putting the volume up and down to compensate. With these, you can pretty much find your sound level and leave it. The bonus is that these work exceptionally well for music and can immerse you in sound in a way that you didn't think were possible with wireless headphones.The downsides are that the digital audio output is about 25% down on the Analog output. That's not the Sennheisers fault per say, because the digital connection's audio level is the same with my Zvox sound box being lower than if it was connected by analog, but it's kind of a negative since you've got this crystal clear digital connection and hit the volume limit too easily. Wouldn't be so bad if you could compensate it with turning off the ALC button and using the MLC ( manual sound adjuster ) knob on the front to heighten the sound strength. Problem is ALC and MLC doesn't work with the digital connection, so you're stuck with this volume limitation if digital output is your only option. Fortunately Analog is still brilliant for sound quality and the ALC option gives them an overall balanced sound.Like I said, I'm still burning them in and expect the bass to get stronger and cleaner over time. I haven't had a chance to focus on battery life, but they seem like they'll hold up. The fit of these headphones will feel large if you've got a small head and it might take you a week or two to remember where the volume up and down buttons are on the head set probably making errors by pressing the balance buttons or the input button which is pretty much in the same general area. Overall, I've got no complaints and can recommend them for not just Music, but TV and Movies. If you are a basshead, then you'll go straight to the RS175 model, but you'll be missing out on better comfort ( due to less heat build up ), a more open sound, and a genuinely usable feature with ALC that makes for a more pleasant experience. 5 stars from me on this one.",5.0 out of 5 stars,"In this case, you get what you pay for!"
1,"on March 3, 2016","
      35 people found this helpful.
    ","I needed headphones to use with my new killer 4k home theater system since I live in a condo with paper-thin walls and and only have time to watch TV late at night. I also run Spotify on my HTS more than I watch Tv.  I purchased the rs175 and rs185 and compared over a week. The 185 sound is far superior. I thought I needed the bass boost and virtual surround effects the 175 has for music and movies...so  I was reluctant to consider the 185's. Well there is a reason those features aren't on the 185's...You don't need them! The natural unprocessed sound of the 185's is really that much better! Even so I wish they had a little more bass, but the bass, mid-tones, and highs ""as is"" are very rich, clear, and well balanced. The 175's sound was flat...and the bass was muddy and the mids and highs noticeably and almost uncomfortably harsh.  The only quirk for me is the open back so listening on the 185's isn't as private as the closed back 175's. But the 185's are also *much* more comfortable than the 175's, with super-soft microfiber earpads instead of the 175's ""leatherette"" (i.e. heat-trapping plastic) that made my ears feel hot and sweaty, so there's that plus too. Go with the 185's you won't be disappointed at all.",5.0 out of 5 stars,Better than the RS 175 for movies and music!
2,"on March 17, 2015","
      111 people found this helpful.
    ","In the past 5 years I have been the happy owner of the RS 180. When the RS 185 came out, it seemed like a logical upgrade to me so I went ahead and ordered them.My initial feeling was a bit of a disappointment as the RS 185 sounded like they had very weak bass compared to the RS 180. The highs were so overwhelming that they actually disturbed me when watching TV in the first hour or so. Now we're a week later (about 10 hours of use) and while the RS 185 are still not fully broken in, I must say they sound great. The bass are good (although I'd like a bit more of them) and the sound is so much clearer than on the RS 180 that I wouldn't want to go back. If you buy the RS 185, make sure you break them in before judging them. When coming out of the box they were impossible to compare to my RS 180 that had over 2000 hours of use.Here is a quick comparison of the RS 185 vs. the RS 180:Good:- The sound is much clearer with much better separation. It is so good that you can tell when your source is badly recorded (e.g. some TV shows). Now I feel that my RS 180 sound ""messy"" comparatively.- Thanks to the digital connection, there is virtually no background noise- The cups are a little bigger than on the RS 180, which is nice if you have bigger ears- The extension of the headband is a lot smoother than on the RS 180- The power button and the volume buttons are much more usable as their placement is better and the volume buttons are bigger- The headphones green power LED has been placed on the back, it's not too bright and it doesn't blink (this was sometimes disturbing on the RS 180)- The base station now has an auto-on. Only the headphones have to be turned on manually.- The range of the RS 185 is slightly better than the RS 180 but nothing to write home about. I was expecting a bigger difference. Note that I only tested the penetration through walls and not in line of sight.- The perceived quality of the materials used is slightly better than the RS 180 but they're not made of gold eitherNeutral:- The RS 185 have a pretty tight fit on the head which is good because they won't move but it makes them slightly less comfortable than my old RS 180. They may loosen up with time though.Room for improvement:- I'm not sure why Sennheiser keeps placing the balance buttons near the volume buttons. I don't need them and I tend to press them when changing the volume. These should be relocated to the left cup.- I really wish that the RS 185 would feature a bass knob to allow the users to tune the bass to their taste.- The RS 185 seems to leak more sound than the RS 180 (I personally don't care much about that)- They're expensiveBottom line, I don't regret my purchase.",5.0 out of 5 stars,Sennheiser did it again... and better
3,"on March 3, 2016","
      9 people found this helpful.
    ","Amazingly clear sound from this set of wireless headphones.  I previously owned the RS130, many years ago, and it was ok, did the job, but you would not mistaken it for an audiophile product.  I must say I'm a fan of headphones, I have over 15 pairs of headphones ranging from $100-$3,500, plus amps, DACs, etc... The only reason I mention this here, is to say, I like headphones, I have a wide range of them and I know what a good pair of headphones can sound like.I bought the RS 185 so that I could listen to TV at night without disturbing the household - I have a 7.1 system, which sounds wonderful, but not always suitable for late night TV listening. I have a pair of Sennheiser HD650, which I like very much and it's a great value for money pair of headphones - plus I prefer a warm sound, I listen to mainly female vocals and Jazz.With this in mind, I was expecting an OK sound from the headphones, but I have become used to Bluetooth headsets and I'm familiar with their limitations on audio quality due to the compression of the sound...I had some issues connecting with my Receiver (Onkyo 5009) - the pre-outs didn't work ... Then I read on the forums that the Onkyo only passes pre-out analogues for Zone 2 if it has an analogue feed in ... I'm using the Apple TV 4th Gen .. So HDMI out only ... So I needed to use the headphones out in the front of the receiver... The sound is very good, clear / detailed voices, good soundstage for a stereo feel to it... Very helpful pleasing...Afterwards, I thought I would try to with streamer... I have a Linn Akurate streamer, which is very good streamer if you like vocals and Jazz... Not rock anything too fast (go for Arcam for this...)... I connected the second output of the Linn straight into the Sennheisers (analogue in).... I was very pleasantly surprised to listen to the music.... Did sound to me almost as good as the Senn's HD650 using an Audiolab M-DAC and WooAudio Tube Amp (WA6)... That's a seriously nice setup, which the humble RS185 could sound close to ... With not right .... I was very, very happy with the sound for HiFi.... Someone not as critical as me, would be very happy with the RS185 as their only headphones, for both HIFI and TV/CInema music....The wireless range wasn't amazing, we have many walls (double brick) in our place, and we couldn't move outside the living/dining room without loosing the signal... That said, it is perfect for what I need....Surprisingly good sound, good for both music / movies / TV ... Clear voices, vocals.... Highly recommended!",5.0 out of 5 stars,"CLEAR SOUND, WARM, DETAILED, CAN'T BELIEVE ITS WIRELESS!"
4,"on February 11, 2017","
      2 people found this helpful.
    ","Ordered these a month ago, and have had good results.  I had tried a sound bar as a solution for listening to TV, and it failed after two days, so I replaced the bar with these, which were less money.I am 85 years old and have moderate hearing loss, corrected by in the ear hearing aids.  Unfortunately, no hearing aid can correct for the poor sound quality of recent TVs.  I wanted quality head phones which would correct this deficiency, and the RS 185 Wireless phones work and work well.No headphones (nor anything else I know of) can correct for TV programs which have so much ""background"" music played so loud they drown out the dialog, but these can overcome most of these situations, but not all.My sole criticism of the RS 185 is the column controls are difficult to master.  They are on the right headphone and I have trouble finding the correct button for changing the volume.",5.0 out of 5 stars,Cure for Hearing Impaired Listening
5,"on June 8, 2017","
      2 people found this helpful.
    ","Not all that impressed to be honest. It's a decent alternative to watching TV or playing videogames late at night. But it doesn't sound great when it come semi high bass HD films or games, because it just drowns out the highs. Also note these are extremely sensitive when it comes to RF interference to the point that if my personal cellphone is inches away from the headset it will cause split second signal drop and rarely cause a ten second drop and gradually fade back to status. Looking to get rid of these and replacing them with either V-Moda's or Bowers & Wilkins or Focal. If you want clarity and don't mind paying the extra dime, then you should look into these brands.",3.0 out of 5 stars,Major Sensitivity Issues to RF Interference
6,"on December 3, 2017",,"These sound amazing and give crystal clear wireless performance with an open back design.  The plush ear cushions feel very comfortable,  even with long listening sessions. The top band also has two cushions that sit the phones comfortably on the vertex of the head--so much that it's hardly noticeable.  The speakers do not twirl like a DJ set, which I like because they are easier to set down and handle without things flopping all over the place.  The plastic body is hard and higher quality than typical headphones. These things can take a beating and still look like new!The only thing I don't like about these is the design of the power (mostly) and volume controls.  To turn them on,  after removing from the base,  you have to hold down the small power until a green light turns on,  there is a slight delay,  and the audio plays.  It sounds fine,  but in practicality there is no tactile feedback in the button or tone to let you know they are on,  only a green light.  Basically,  there is no clear fast reliable way to turn these on without waiting a few seconds watching the light and holding the button,  which means many times I've been caught in a cycle of on-off if I put them on first and try to turn on based on feel.  I swear sometimes I'll hold it and they won't turn on,  I'll hold again and then it will turn off right after turning on.  There is also a delay after taking them off the base before they will turn on,  making it even more of a hassle if I'm moving fast.  It might not sound like much of an issue but I'd much rather have a different design, like a slide switch.I occasionally use the volume buttons when I have to but try not to because they are all so close together with the fase buttons.  I'd prefer different shaped buttons or a wheel for better control.  My center balance button doesn't seem to work but I don't care about that.The only other thing that is annoying is that the bands leading to the top are a bit loose,  so the speakers tend to drop low and long over time.All in all,  I love these,  there are just a few annoyances that can be fixed for later models.(I use these for computer gaming using optical audio out.)",5.0 out of 5 stars,"Excellent sound,  reliable RF"
7,"on July 16, 2016","
      One person found this helpful.
    ","I had time to review the RS 190 throughout the internet, Cnet, Youtube, etc. I was especially interested in the open ear design because the 195 that I ordered was not as impressive as I knew Sennheiser could be. The closed-back design with the faux leather pads made my ears sweat, and I knew I couldn't listen for longer periods of time. I returned the 195 and looked more closely at the 190, the previous version. However the 190's were still very expensive and reports of interference and short range made me think twice.  Same goes for the RS220. This led me over to the 185, the model below what I first ordered. I knew I would loose some of the features i.e. the speech mode - middle, and then the music emphasis, all done from the headphone wirelessly. But, I really wanted to hear the bass breath with an open back design.So, I ordered the 185. I got the velour pads, which helps to keep from perspiration, so I knew I would get some satisfaction over the 195. What I did not anticipate is the grand opening of sound by virtue of the open back versus the closed back. I realized I did not sacrifice anything, but gained much more. I do not have any remorse in backing down one level, instead think that it was a step up.However, the pads are a bit smaller than the faux leather of the 195, and I have one ear larger than the other apparently. Another con is that the headset is a little clumsy, or heavy. I can put up with that and eventually adjust. I decided to do a DIY replacement to a pair of Shure ear pads to compensate. I can confidently say without a doubt the 185 open-back confront me with better than expected sound quality that I wanted all along. Better than the Bluetooth Bose I used to wear for 2 years.",5.0 out of 5 stars,Better than Bose Bluetooth I used to wear
8,"on October 15, 2015","
      4 people found this helpful.
    ",These sound great and the distance with clear signal is pretty good.  No issues in my 2500sf house.  Love that it has digital optical in so you can use the higher quality (than most digital devices these days) digital-to-analog converter in the base station.  Purchased a Chromecast Audio which has digital optical out and plugged it into this to listen to streaming music services via my phone and have noticeably improved quality over listening through headphones on the phone.  Very nice.  Sound profile is very similar to my HD600 headphones but a little lighter (just a touch) on the bass. These are exceptionally comfortable headphones.,5.0 out of 5 stars,What a great set of wireless headphones.  Not sure you can find better without wires.
9,"on October 22, 2015","
      4 people found this helpful.
    ","These headphones are amazing.  I wouldn't say that I'm an audiophile, but I do enjoy high quality sound and primarily listen to my lossless ripped CD collection.  The sound is very crisp and for a wireless solution can't be beat.  I think I would like a little bit more bass, but that is probably just my preference as I think they accurately produce sound.  These are perfect for anyone that wants a good set of headphones for the office.  If you are using them in the office (or even at home in bed) you should note that the open back allows people near you to hear what you hear.  For people that are concerned about noise pollution, you might consider the RS 175 or 195.Regarding differences between the old version (RS 180) and this new version:I also had the previous version of this headset and can say that there are a few very noticeable improvements to this version.  Firstly, they feel a lot more solid.  I think the 180 headset feels a little bit flimsy (almost plasticky), but the 185 headset is very solid (nice metal structure).  Secondly, the sound seems a lot more crisp -- particularly in the higher notes.  All genres really do sound amazing.  Thirdly, they removed the power button on the base station.  On the 180 I had to turn on the base and the headset which was slightly annoying due to the fact that the station does not weigh very much and would slide when pushing buttons.  With only the the single power button on the 185 headset I just have to pick them up and turn them on.Note:One thing to note on the 185 is that it does offer Automatic (ALC) and Manual (MLC) Level Control (ALC).  If you are using any sort of source which can control volume (DAC, Stereo, etc...), you will need to play with the MLC settings to configure the correct level for the highest volume of your input.  If you don't you will notice distortion as you raise and lower the volume.  You can always use ALC, but on the 185 it will automatically raise and lower the volume -- if you raise your input it will lower the headset volume to match the levels and you will have to use the headset volume control.  The 180 did not have a MLC mode and managed this setting automatically without changing the volume.  This is not really an issue and only takes a couple of minutes to configure.",5.0 out of 5 stars,Amazing Headset - Marked improvement over the previous RS 180
