,Date,How Helpful,Review Contents,Score,Title
0,"on March 18, 2016","
      140 people found this helpful.
    ","I’ve been having an awful time trying to hear the dialogue in television shows and movies.  Some degree of hearing loss on my part contributes to the problem.  And we’re all familiar with bad sound from modern television sets.  Poor acoustics in the room can add to difficulty hearing what’s on TV.Another part of the problem is the heavy-handed approach television and movie producers use with respect to the music and sound effects in their productions.  Pushing audio levels to the max is the new normal, often at the expense of speech intelligibility.  These “hot mixes” cover up voices and seemingly nobody cares.  Perhaps you’ve noticed this same phenomenon at live music performances where inexperienced sound board operators have no clue about protecting the vocals from being lost under the instruments.Also contributing to hard-to-hear television programs, studios don’t always achieve clean recordings of actors’ voices.  They’re using wireless microphones hidden inside clothing, wigs, etc.  Too often the result is muffled or off-mic recordings.  One would think production facilities in the 21st century would be capturing squeaky-clean dialogue.  Not so much.Any reasonably good headphones, wired or wireless, will help solve some of the issues I mentioned.  Bringing the sound up close to your ears eliminates bad sound from inadequate TV speakers and from poor room acoustics.  Headphones can’t correct poorly recorded voices but can improve your chances of understanding what the performers are saying.Having a background in professional sound recording, I tend to look at audio equipment as tools for specific applications.  To match my application of improving TV sound, the RS-195 has two particular features that convinced me to purchase it over other products:  Personal Hearing Profiles and Sound Optimization for Speech.Personal Hearing Profiles have a variety of settings (A through G) to shape the audio response characteristics for sound that you find most pleasing and/or intelligible.  After trying them all, I selected setting “E” which rolls off (decreases) bass to give me a better balance of lows and highs, based on my hearing needs.  Sennheiser’s lawyers told them to say:  “This device does not replace or function in the same way as a hearing aid and is not a medical product.”  So I’ll just say it aids my hearing enough to make a noticeable improvement.Profile settings shift the bass and treble to varying degrees.  Sennheiser puts it this way:  “We were able to build unique sound settings that are perfectly adapted to the needs of individuals with mild to moderate hearing loss.”  This may not be the product for people with severe hearing loss, but if you can try a pair it could be worth the experiment.  For those with no hearing loss, full-range frequency response can be selected.How effective is Sound Optimization for Speech?  Frankly I wasn’t expecting much but was pleasantly surprised.  With the press of a button, voices seem to come forward out of the noise.  This is digital signal processing that, in effect, re-mixes the sound track to emphasize voices.  Sennheiser says:  “Speech intelligibility is improved as annoying noise is reduced.”  They’re right about that but perhaps too modest.  This is audio magic, achieving complex audio processing not ordinarily heard in consumer electronics.  The annoying noise that’s being reduced is the overly-loud music and sound effects that are no longer allowed to make us struggle to hear what’s being said.  Now I can comfortably listen to TV for hours at a time and can hear voices and subtle details better than ever.Sound Optimization for Speech would have been enough digital signal processing for me.  Happily, Sennheiser includes a second processing mode they call Sound Optimization for Music Reproduction.  When activated, sound from the RS-195 becomes significantly fatter/fuller.  The effect is dramatic and, to me, very satisfying.  Keep in mind this mode works in conjunction with the Personal Hearing Profile.  That’s a good thing.  It’s a better experience listening to my favorite music through a sound system adjusted for the way I need to hear.  I wear the headphones while on the treadmill . The music sounds so good, my workouts are lasting longer all the time!After several weeks of ownership it occurred to me that I hadn’t tried Sound Optimization for Music Reproduction on movies.  Very nice results and, as with music listening, the sound becomes more full and dramatic.I recommend the RS-195 and intend to buy a second set for the bedroom.",5.0 out of 5 stars,RS-195 Review by a Retired Audio Recording Engineer
1,"on September 13, 2016","
      19 people found this helpful.
    ","I5 years ago I was diagnosed with 65% hearing loss--I now have severe hearing loss.  My major problems are understanding the clarity of speech and identifying direction and identity of sounds. Could only watch tv and not listen to it because none of the speech made sense.  I bought a bluetooth hearing aid transmitter to use with my high tech $10k hearing aids and found that the bluetooth transmitter did not work to improve clarity and the bluetooth transmission would break up as soon as I tuned to walk away from the tv.  So, I had to sit still in front of the tv.I received these Sennheiser 195's today.  It took me,  (a 61 year old who is afraid of electronics),  1/2 hour to set up the headphones.  Loading the batteries is easy.  The headphones are so comfortable.  The volume and on/off buttons are conveniently located. All of the hearing modes work so you can customize your hearing experience.  I can hear through upstairs walls,  downstairs walls and about 50 feet outside so far.  I intend to keep testing the outside line of sight  distance.  There is a little sporadic breakup in transmission when standing in front of a microwave.  To make a long story short,  I recommend these headphones.  I can hear tv  so well with these headphones.  I am so thankful that tools like this are available to help the hearing impaired as well as to provide a more  enjoyable hearing experience for those who hear well.",5.0 out of 5 stars,THANK YOU SENNHEISER  !!!!!!!!!!
2,"on February 12, 2016","
      24 people found this helpful.
    ","I now have both the 185 and 195 units...one for my music area and one for the TV area.  I like the 195s a bit better for the music but both units give excellent sound for wireless units.  I do have some 25 year old electrostatic Sennheisers for really serious listening, but you are tethered with those.  The range of both units are great...they operate anywhere in my 2700 sq. foot home.  For quality sound in a wireless format, I would highly recommend either of these units--but do read the instructions to understand how the controls work!",5.0 out of 5 stars,Double down
3,"on December 14, 2016","
      13 people found this helpful.
    ","If you are having difficulty listening to the dialogue while watching your TV, then you definitely need the Sennheiser RS 195 RF Wireless Headphone System. It is specially designed for people with hearing impairment with 7 selectable mode to suit individual needs. In addition, you can also choose to enhance and optimize the headphone for speech or music listening. With the Sennheiser, I no longer need to look at the sub title and I can now just sit back, relax and enjoy the movie. Listening to music with the Sennheiser is also pure joy. I would strongly recommend the Sennheiser RS195 RF for those with hearing impairment. If your hearing is normal, then don't waste your money on this headphone as you will be paying good money for features that you do not need.",5.0 out of 5 stars,Headphone for the hearing impaired
4,"on January 5, 2017","
      5 people found this helpful.
    ","I have had these a few weeks now and am overall very happy with them.  I have moderate age related hearing loss and on the verge or needing hearing aids according to my audiologist. Since I am retired, having ""good"" hearing is not important to me.  Especially when I consider the high cost and hassle of fooling with the darn things. The only important deficit I notice is not being able to understand the dialogue on the TV. Maybe 6 years ago I bought 2 Sennheiser Headsets (840 series.)  I got both the infrared version and the RF version.  I prefer the RF version as the sound does not cut out when you turn away from the TV, or when something comes between you and the base station (like a bowl of popcorn.)  The thing I did not like about these stethoscope-looking headsets is that they never remained pointed down the ear canal. They would always slip a mm or 2,  and transmit the sound up against the soft tissue of the ear. I was constantly fiddling with them.  When one of my 840s finally broke I was excited to buy the new RS-195 I had been reading about. These are a big improvement. They don't need constant adjusting so the sound goes down the ear canal. The RS195s are a big jump forward in most respects. They have more adjustment to fine tune for the type of hearing boost you need. They also block out other sound in the room. They are not capable of playing as loud as the 840s but I do not require that with my level of hearing.  The 840s had a volume dial that went from 0-6.  I would say the RS195s max volume output (with speech correction on) might be 4 on that same scale.  The rechargeable batteries seem fine for my purposes as they have never failed even after many hours of use. The only minor complaint I have  is that the top of your head gets a little sore after a while. This is a complaint that I have had with every headphone I've worn.  If you have more profound hearing loss, these will not help you.  Many reviewers have complained they don't go load enough. If that is the case you may be better buying a less expensive normal headphone and look for one that says it can play LOUD.  Make sure it is an over the ear version so you can keep that loudness too yourself.  Also put on the closed caption option on your cable or Netflix systems.  If you want to see if they will work for you, make sure there is a good return policy.  Amazon is usually pretty good about that.",5.0 out of 5 stars,"Great if you have ""moderate"" hearing loss"
5,"on April 11, 2016","
      7 people found this helpful.
    ","The 'personal' settings are very nice, but if a little more LOUD is needed it is best to go to the other setting and use as regular headphone. The sounds are excellent. The headset is a perfect fit and should fit all heads without putting rolled up washcloth under head band to hit the ear. There may be complaint about cost. If one must replace headsets more than every 8-10 years the problem is with the manufacturer. The cost to purchase the split adapter is very high (to change to analog), but if it is possible to purchase this item (perhaps from Sennheiser  is advisable) do it before it becomes obsolete.There will always be the usual interference depending on exactly WHERE one is standing (outside); the interference indoors does not exist and the interference OUTside is not STATIC, it is just the usual dead zone.Make the investment for pure sound.The FIT is perfect, the SOUND is perfect, controls are easy to operate from head or terminal. Nobody could ask for more.",5.0 out of 5 stars,Wow.
6,"on October 1, 2015","
      39 people found this helpful.
    ","I've had these head phones a couple months now and very happy with this purchase. I have severe hearing loss in both ears from chemotherapy, these phone have greatly improved my TV and music listening pleasure. There are several sound profiles I can choose depending on whats happening on the screen. I can choose a profile that's lets me hear the full sound effects or limit background noise so I can focus on dialog. One of the few smart purchases I've made!",5.0 out of 5 stars,... these head phones a couple months now and very happy with this purchase
7,"on January 22, 2018","
      2 people found this helpful.
    ","I've had to wear hearing aids for about a year now.  I had to spend about $5,000 for the basic hearing aids and then another $200 for a streaming device to plug into the optical output.  Then, I have to play with the app on my phone (play with the app is true....this particular app is rated 1 star) to get it to stream a tinny sound from my TV.  I can't outline how many frustrating hours it took to get this marginal device to work.THEN!!  I discovered the Sennheiser RS 195 RF wireless headphones!  A bit over 5% the cost and infinitely better than my hearing aids.  Plugged into optical output, plugged in, charged, that's it.  Works every time.  Sound far far superior (a brief note....everyones hearing loss is a bit different, different TV channels broadcast a bit different....The Sennheiser headphones have a special dial to help each individual situation).Are they ""perfect""?  No, of course not....I wish I had my hearing.  Do I now ALWAYS use when watching TV?  You bet.  Unqualified recommendation, if you have moderate hearing loss and are disgusted with your hearing aids, you will love this product.",5.0 out of 5 stars,"If you have hearing loss, buy these!"
8,"on June 2, 2017","
      2 people found this helpful.
    ","Pros:I love these for the great sound.  The ""Speech mode"" is _really_ effective; I was surprised and impressed.  For me it's the killer feature, because my hearing isn't great, and I have a hard time understanding speech on the TV.  I agree with the other revewiers who say this is a ""headphone for the hearing impaired"".  It's worth the price.For music the sound is also really great (in ""high dynamic range"" mode).  Even with my poor hearing I can tell a big difference between this and other headsets.The battery life seems pretty good.  And I really like that the batteries can be removed for a quick change if you've forgotten to recharge, or need to use them all day.Noise isolation is also superb.  I must take them off if somebody wants to talk to me.Cons:The ""330 foot"" range is totally BS (or at least, only exists under ideal conditions).  In my home the maximum range is around 25 feet with 1 intervening wall.  This is after following the advice on their website to reduce interference.  At 25 feet with 2 intervening walls I need to turn off my Wifi to avoid interference.  Note that the signal doesn't degrade gracefully:  rather than gradually increasing amounts of static, you start getting intermittent sound, then it just shuts down.  (This is typical for digital transmissions, and whether it's good or bad is a matter of taste.)It's really annoying that you have to press the On button for several seconds before it turns on.  Every. Single. Time.  Designers, please stop doing this to us!The latency is noticable (but not severe), around 100ms.  Fortunately my TV has a setting to adjust for this.While the Speech Mode is really great, the other numbered modes are pretty lame; they sound just like different levels of high/low balance.The charging stand isn't designed very well; it's extremely difficult to put the headphones back on the stand with one hand.",4.0 out of 5 stars,"Outstanding sound, Speech Mode, noise reduction.  Mediocre range."
9,"on July 22, 2017","
      2 people found this helpful.
    ","1.  ECHO -- Echo [apparent when TV volume is up] cited by others is sometimes a bit annoying.  This did not happen with the Sony r.f. [radio frequency] RF headphones I formerly used [audio was very good but ear cushions were falling apart from old age].  Turning down the TV helps but this is a limited fix if you don't want other viewers in the room attacking you.  These units are sold with a promise to improve speech intelligibility for those with hearing problems, which they do admirably.  The delay might well be due to the signal processing done to accomplish this speech intelligibility improvement.2.  CLOSED HEADSET -- The headphones surround and enclose the ears [soft padded cushions rest on skull] rather than resting on the ears or inserting in the ear canal.  The good news is that they block ambient noise [washing machines, other audio sources, background noise, teenagers] and don't irritate the ears themselves.  The bad news is that some may find them a bit warm in the summer or when wearing them for a long time.  This is not a product fault but just a characteristic of this style of headphone.  Basically it's a matter of taste and personal preference, but I find they enhance the audio experience and fidelity [when not using the signal processing which enhances speech intelligibility at the necessary expense of some fidelity].3.  NET-NET -- I'd recommend them to a friend.  I feel that they are well designed technically to do what they promise, are well build and sturdy, and improve my audio experience [I have some diminished low and high frequency hearing loss -- as people age, they naturally lose increasing amounts of high frequency sensitivity, which makes distinguishing some consonants - like b,c,d,f,p,s,t for example - difficult, thus making speech intelligibility problematic, especially in the presence of background noise or foreign accents].  Aging is not for wimps, but then again being an ""elder"" is an honor that understandably takes work.Cheers.",5.0 out of 5 stars,Good Headphones that Help Dialog Understanding When Needed
10,"on July 23, 2015","
      24 people found this helpful.
    ","I almost gave it five.  For sound, I'd say a five.  I went to this from an RS 180. I noticed the improvement.  I wouldn't say overwhelming but maybe a little more solid bass and a little more clarity in voice. I know that because there was a word in a movie I couldn't hear until I used these.  Didn't happen much but I guess that is an indicator of improvement. I didn't give it a five because I find the headphones a little too tight and a tad less comfortable than the RS 180.  Maybe that's part of the tradeoff for a closed design but these also don't have as soft a material around the ears as the RS 180 had.  I've gotten used to it but I find my ears sweat a little more. It's been worth the move because of better sound and clarity.  It would have been even better if the fit and comfort were just a tad better and, of course, that can vary from person to person.",4.0 out of 5 stars,Five Quality Sound - 4 Quality Fit Compared to RS 180
11,"on March 4, 2017","
      3 people found this helpful.
    ","If you have a hearing problem, this product is really for you. I had TV Ears for quite a few years and when some minor parts failed and I wanted replacements, they did not have them and wanted to sell me a new expensive system. So after doing some research, I discovered these phones. When they arrived, I was amazed at the clarity. I had problems extracting speech from the background noises on many TV shows and that has cleared up so much. Also one my ears is 20db down from the other and the balance control this unit has, allows me to match up the volume in the bad ear to my good ear. They are a bit pricey buy so far they have been worth the investment.",5.0 out of 5 stars,Problem hearing TV shows..try these.
