,Date,How Helpful,Review Contents,Score,Title
0,"on March 20, 2017","
      311 people found this helpful.
    ","I was officially eager to get the Sennheiser HD 4.40BT headphones. After trying out several headphones and accidentally coming across the HD 4.40s during a web search I thought, this is it. Finally, the pair I’ve been looking for. Some reviews say they sound great. They do. Some reviews say that their phone voice quality is good. It’s okay. And, for me, which is a critical issue, the reviews say that the HD 4.40 prevent sound leakage very well. That one is very true. So initially, I thought that I found the nearly perfect pair of headphones. But it turns out there are some disappointments especially when referring to my secondary list of “must haves”. Not critical, deal-breaker features, but ones that I find very convenient and in some cases essential, I started to find the shortcomings of the HD 4.40BT.But first, let me comment on their sound quality. I’ve tried the Bose QC35, Sony MDR-1000Xs, Sony MDR-XB950BTs, Skullcandy Crusher Wireless, and the Plantronics Backbeat Pro 2. These headphones perform stellar in the sound quality department. Clear crisp highs, full mids, and plenty of bass. But the most fun I have with these their sound stage. With the HD 4.40BT, you get a broad sound stage with great separation. If you’re looking for a great sounding pair of headphones at $150, you’ve found them. These are the least expensive of the lineup I’ve tried and yield a sound quality on par or better than all of the headphones I’ve tried at more than twice the price.The phone call quality is okay on the Sennheiser HD 4.40BT. Sometimes I get callers telling me that I sound fantastic and sometimes that I have digital “reverby” artifacts. Unfortunately, I can’t get consistent results. I do know that when I switch to my phone during those complaint calls, I get good responses. So it’s definitely in the headset. It may be a futile effort to find a great sounding pair of headphones that has excellent call quality but I’m trying. For now, the search continues.The noise isolation capability is not that great. I can clearly here ambient sound, voices, and the like while listening to music, even somewhat loudly. Fortunately, however, these do not leak much sound which is a huge bonus. Due to the less-than-ideal noise isolation, I may try out the Sennheiser HD 4.50BT instead. Since those feature noise cancelling.The HD 4.40BTs fold for compact storage, which is very nice. I wish the ear cans also rotated flat as with other headphones I’ve tried. But I mostly like the rotated ear cans for comfortably wearing the headphones around your neck when you need to temporarily have them removed. Fortunately, the HD 4.40s are very comfortable around the neck without this option. I think it’s their wide headband that accounts for this. Overall the foldability is nice. These come with a soft pouch so you’re not going to get any protection from a case with the HD 4.40BTs, but at their price-point, the company had to skimp somewhere.The controls are okay. And if you’re familiar with Sony MDR-XB950BT controls, you’ll find these pretty similar. There is one significant difference however, the Sony’s feature a multi-function button that is pretty tall, which makes it easy to accidentally skip or rewind your music instead of pausing. This is due to the leverage that their button height has. This potential issue is not an issue on the HD 4.40s because the multi-function button has a very low profile. Consequently, the buttons low profile makes it a bit more difficult to find and press for phone calls and pausing music, especially since the bezel around the ear cup that has nearly the same height as the low profile multi-function button. The volume rocker is placed low on the ear can which I find a little too low. I think an improvement to the design would be to move the power button to the front of the can and allow more spacing and better positioning of the volume rocker and play/pause multi-function button. Overall, they’re a solid set of buttons that work well to control calls and music.The ear pads, as mentioned in other reviews, have small openings and while I don’t have very large ears, the ear pad openings do press on either the top or the bottom of my ear depending on how I position them. This is in contrast to the Bose QC35s which have a large opening that fit my ears comfortably without touching. Despite this issue, the ear pads on the Sennheisers are soft and the headsets light enough to make them comfortable. However, I find myself having to tweak the fit ever time I use them. The comfort tolerance is so tight that you have to really fuss with the fit to get them where you can wear them for hours without some discomfort. It’s possible to find the sweet spot, but you need narrow ears, a narrow head, and a bunch of finicky trials to make them fit nicely comfy. There is a noticeable amount of ear pressure after wearing these for over an hour so they’re not the most comfortable headphones you can find. I wish Sennheiser would have made the ear openings bigger because the suppleness of the ear pads is great. There is minimal padding in the headband which will apply pressure to the crown of your head after about an hour of wearing these. In summary, larger ear pad openings and a more heavily padded headband cushion would make these extremely comfortable. As designed, they’re not.The LED light on these does not illuminate when the headphones are on. While I thought this would be a bonus, especially when using them in a dark room, believe it or not, I miss a flashing or glowing LED. Glowing LED lights help let you know if a device is on, which may help you avoid unnecessary battery drain. With the HD 4.40s you’ll have to either look at your device to confirm whether they’re on or not, or you’ll have to simply try to play audio through them to test if they’re on.One last little disappointment is the 2.5 to 3.5 mm headphone cable. I have a few standard 3.5mm cables lying around and would like to keep those in different places for convenient use with my headphones. One in the computer bag, one at the office, one at home, etc. Unfortunately, you need a special cable with the HD 4.40BTs.If you’re looking for a good pair of headphones that sound great, have decent comfort, prevent sound leakage for using them in work environments, and have adequate voice call quality the Sennheiser HD 4.40BT may give you everything you want. Overall, feature and sound-wise these headphones top the Bose QC35, Sony MDR-1000X, Sony 950BT, the Plantronics Backbeat Pro 2, and the Skullcandy Crushers. While they're not perfect, they do have some solid performance in the features they offer.",4.0 out of 5 stars,Some fantastic features. Some disappointments too.
1,"on February 4, 2017","
      103 people found this helpful.
    ","I've wanted to buy another Sennhesier headset for awhile, I've used my wired Momentums and my older hd558s for years and loved them for different reasons. I also have a pair of Bose Soundsport pulse Bluetooth headphones, Bose Soundtrue 2, and a cheaper pair of Bluetooth headphones called Taotronics an earbud design that I bought on Amazon for around 30 bucks. These headphones are on par with the comfort of my Bose Soundtrue 2 which were my most comfortable until these came along. Now that I've used high end Bluetooth earbuds from Bose I wanted to try a Sennhesier Bluetooth option and these just came out and I saw them at CES.What you expect first and foremost from Sennheiser is great sound quality and the HD4.40s certainly do not disappoint. Clear crisp high and mid with punchier bass than in my other Sennhieser headphones, hd558s are open back so bass isn't expected. These are warm I truly love the sound for listening to music of any type and they serve well for podcast as well.The build quality is solid and not the most premium but for the price it's expected and they do feel and look good and are strong, Sennhieser typically uses premium materials and the surfaces all feel great just not a lot of metal or leather. Although the leather earcups are better than my Bose and Sennhieser Momentums. I do like how they fold up to easily fit in my bag.Wireless is the main reason I bought these because I wanted a great sounding over ear headphone and I knew Sennhieser wouldn't let me down and they've blow me away. Range is great and the battery lasts for days with 24hr use advertised. If you are using them for bursts they are gonna last along time which is huge for me.I'd tell you to go buy these if you want a very nice sounding over ear Bluetooth headphone I can't see how these would let anyone down. I'll update if anything changes.UPDATE: So I fully charged the headphones when I first got them and I've used them for over 8 hours of use with days in standby and I'm not kidding the batter is still at 97%. Really incredible battery life, amazing sound for the price. They sound much better than my Bose Soundtrue 2 and those cost more and aren't Bluetooth although the Bose are more compact. I'm so impressed with the battery life his far. Will update further in a few weeks.UPDATE 3/27/2017:One negative thing that has happened is that the Sennhesier brandin in the top band has completely worn off. It isn't scratched there, no damage it just wore off over time. Pretty sad even though it's not a big deal. I won't take a star off for it I but I think Sennhesier overlooked what they used to print that branding with.",5.0 out of 5 stars,"Wonderful, comfortable, amazing battery life."
2,"on April 1, 2017","
      29 people found this helpful.
    ","I'm not an Audiophile, but I find the audio quality to be good with Clear mids & highs.. I'm a not bass-head, but I don't think bass is as heavy as a real bass-head would expect.. It is entirely plastic, but doesn't look cheap..I feel that the ear cups are bulky, but the ear pads (inner dimensions) are a little narrow. Look at the pics in which I've shown the comparison with the ear pads of Momentum2.0 and RS 160. I personally like the ear pads to be more roomy for comfortable listening for longer periods. These narrow ear pads may cause discomfort to those having medium and large ears. This is perhaps the only drawback.All in all this is a good value for money product since it is very competitively priced.",4.0 out of 5 stars,Good value for money product
3,"on January 24, 2018","
      19 people found this helpful.
    ","If you want a ""top-brand"" pair of bluetooth headphones under $100 and do NOT want something with OVERKILLING BASS  like the Sony xb950bt or some Skullcandys, get these! The thing is, those headphones do not truly portrate sound; they just over expose your ears to extreme bass levels, do not get me wrong I like bass, we all do, but keeping things a little bit balanced is key and these headphones do that.PROS:★SOUND: The Sennheiser signature sound is there and it is superb (great soundstage too),  with a some extra bass to make things more interesting for the average consumer, but nothing overwheming.★BATTERY: 25 hours. Enough said.★DESIGN: They are (nearly) all-black, minimalist and sleek.★CONNECTIVITY: NFC and bluetooth with aptx, awesome.★BUILD: Yes they are plastic-made, but they feel very sturdy,flexible and durable.MIXED:- Sound changes a little (almost unnoticable) when the headphones are connected via bluetooth vs wired (but this is very common).-COMFORT: Over-ear for small and medium ears (like mine). On-ear for large ears (depends on how you snug them). The earpads are fluffy. Used them for long sessions without problems. Do not use the headband too tight to your head, it can get very unconfortable up there.CON:- CONTROLS: The buttons and slider to control your music on your right earcup only work when you are using your headphones via bluetooth. BUMMER...",4.0 out of 5 stars,THE Sennheiser Sound.
4,"on June 23, 2017","
      23 people found this helpful.
    ","Let me preface this review by saying this: I've been a long time Sennheiser fanatic. I love seeing what new things they come out with, and always dream about getting stuff from them I could never afford. My background of Sennheiser consists of HD 280 Pro's, HD 380 Pros, HD 558's, and HD 569. I've absolutely loved every one of them, and a need for some good wireless cans for shop use arose. Research beyond research led me to these for their comfort, sound quality, and overall being good headphones. This is where my story begins.The good:Sound Quality/battery life:OK, let me get this out of the way first. They sound fantastic, just like every other Sennheiser's I've owned. The sound is clear, full, and never harsh. It is the sound I've grown to love as being able to listen to it all day long and never get fatigued. Bluetooth quality with aptX is good, though regular bluetooth is just as bad as always. Battery life also got me through a full 8 hour workday while pumping out the volume. By these two standards alone, they met my expectation...but....The bad:Everything else: Comfort, noise isolation, build quality....First, by biggest gripe, the comfort. Compared to all the other Sennheiser's I've owned, these are NO WHERE near the same level. On the top of the head where the band rests, there is NO padding, and with the way the headphones are designed, that leaves a very narrow contact area with the top of your head. This is a very bad thing, as it acts as a pressure point, and quickly becomes sore. On top of that, the actual ear cups are WAY smaller than the rest of the line I've tried, and act more of on-the-ear headphones that are incorrectly sized. Compared to the other HD series where the openings are large enough to only touch your head with no contact to your ear, these are much smaller are make contact with the outside of your ear, again creating pressure points that quickly get sore. Everyone I gave them to that tried them on had the exact same complaints, and did not want to wear them that long because of how uncomfortable they were.While I had no complaints with the clamping force, what surprised me was how LITTLE noise these blocked out. Now I know, they are not noise canceling headphones like the HD 4.50's, but again, compared to my HD 280 Pro's and HD 380's which have NO noise cancellation, these seem to do a VERY poor job of blocking outside noise. Even the HD 569's, which have a fabric-type of ear-muff and very low clamping force, blocked out more noise than these. It actually was almost laughable how BAD these were in comparison.Finally..build quality. Oh Sennheiser, how you have fallen. Now, obviously coming from my previous cans, I have no problem with plastic, but these were REALLY cheaply made. The adjustable band that literally holds the headphones together is REALLY thin, at maybe less than half the thickness of the bands of the other HD series.  You could literally feel how thin the plastic was, and I actually started to get worried about them breaking very quickly. Everything about them just scream cheaply made, and I honestly believe you would be better off buying something off Monoprice for less than half the cost, and would get a better quality headphone. It actually breaks my heart a little to say that, but it sadly is the truth.Seriously, if you want Sennheiser quality, need to block out the noise, and don't mind a cable, get the HD 380 Pro's. If you want affordable Bluetooth, you are better off with Monoprice. If you want quality, then spend the extra money for the Sennheiser PXC 550, Bose QC35, or Sony MDR1000X.",2.0 out of 5 stars,This was a difficult review to write
5,"on June 18, 2017","
      26 people found this helpful.
    ",Good headphones but they are over the ear headphones not around ear headphones. I have another pair from sennheiser that are true around the ear and are way more comfortable. I only bought because they are advertised as around the ear style headphones. Box on the outside says around the ear headphones but in a specification sheet inside says wearing style over ear.,3.0 out of 5 stars,Good headphones but they are over the ear headphones not ...
6,"on January 31, 2018","
      4 people found this helpful.
    ","They look pretty good.They are very comfortable!(my ears are 2.25"" tall and 1.1"" wide and though the inner dimensions look small, they got my ears well.I'm fine with the clamping force, my wife isn't, so I guess that's subjective.The weight of the headphones is not an issue either)The price is right!They sound well balanced and to my liking.(I'm not a bass head. So I prefer a balanced sound. If you're looking for bass, grow up and get in to listening to good quality audio files or just get another bassy headset)Sound isolation is good. But insufficient for the NYC subways, unfortunately.The Bluetooth connection is reliable.The call audio quality is great!And the battery life took me by surprise. (I know the box says 25 hours, but I've been listening to them for ~14 hours and actually ended up putting in a tech support ticket with Sennheiser to ask why my Pixel2 and iPhone7 showed 100% battery even after 11 hours of playing music. I expected an issue with the headphones. It looks like they report battery life on blocks of 10%. At the listening volumes I use, I got 14 hours of listening by using 10% of the battery. I don't expect this to be linear or sustain over time, but this is a great start).The packaging is nice too (if you're in to that)I, for one an impressed!Good job Sennheiser!Update 2/1/2018:I ended up replacing the ones I got before. They never reported the battery accurately to my Pixel2 or iPhone 7.Not that the build quality was in question for me, but the new ones seem to have a better swivel mechanism. Same great sound.The battery never dropped below 90% and yet, the headphones played a message suggesting that the battery life was about 50%. So on the new ones, Battery reporting still to be seen. I'll find out in a few days I suppose.I might drop another star in case battery reporting over Bluetooth seems to be a systemic issue with these headphones. After all, visually, that's the only battery indicator I have.",4.0 out of 5 stars,Great Sennheiser Sound with amazing battery life!
7,"on August 17, 2017","
      9 people found this helpful.
    ","I've had these for about a week now. I love them, with a caveat for those folks with larger heads.First, sound: I'm not an audiophile but have several pairs of midrange headphones. My favorites are Beyerdynamic 880s for reference.For wireless Bluetooth headphones, these things rock. I would compare them with my Senn HD 598s. They just sound right to me. I listen to a lot of punk and these seem great for that genre. These aren't bass-heavy so if that's your cup of tea, you may want to look elsewhere.Fit: I have a large head. 7 3/4 big. The clamping force on these is a bit painful. My 880s are super comfortable as are the 598s. I think it's due to the fact that although these are supposed to be over the ear, they actually sit on my ears. Sometimes I'll maneuver them a bit to sort of fit my ears within the cups, but that does little to allieviate the pain. It's not ridiculous like the Beyerdynamic DT 1330s but it gets uncomfortable after an hour or so. On the positive side, a quick break/adjustment and I'm good to go. The earcups are extremely cushy.These aren't noise canceling but due to the size of the earcups and how they sit on your head, they block out a fair amount of noise. I suspect they will be great for commutes, on planes, and etc. I normally use them in a coffee shop that often plays ridiculously loud music and I don't have any problems.Bluetooth: no connectivity problems with my iPhone, PC, or Mac. I can switch between them with little effort.Battery life: seems great. Haven't had to charge them yet but they've held up for several long writing sessions.Portability: these fold up quite compactly. They come with a cloth bag that I don't use. I just shove them into my bag and forget them. If you're concerned about breakage, you'll prolly have to buy an hardcase from somewhere else.Extras: there's a micro USB charging cable as well as a 3.5mm connector.Price: you really can't beat the $150 price tag--at the time of review obvi. I looked at Sony MDR-1000x & Bose QC 35 as well. With the durability questions surrounding the Sony and the price tag of the QC 35, I figured ANC isn't a feature I *need* and certainly not worth (for me) the additional $200 for the Bose. Your calculus will obvi be different.For my money, I couldn't be happier with the purchase. I normally just used my 598s as my everyday headphones but, since they don't fold and have that wire, I wanted wireless. I'm glad I bought these.",4.0 out of 5 stars,Great Affordable Wireless On/Over Ear Headphones
8,"on February 11, 2017","
      8 people found this helpful.
    ","Fantastic sounding headphones,just arrived yesterday and i could not be happier,sennheiser really did a nice job on these wireless headphones,i listen to both off my tv and off my apple tablet and both sounded perfect,you will not be dissapointed.",5.0 out of 5 stars,Fantastic sounding headphones
9,"on February 1, 2018","
      3 people found this helpful.
    ","I’m not exactly an audiophile; I am a 30 year-old professional singer who spends a lot of time listening to music (predominantly historically informed Baroque, hip-hop, and prog metal), and recently I’ve started trying to improve my listening experiences with higher quality equipment, on a typical musician’s limited budget. When I bought the Audioengine A2 speakers for my computer a couple years ago, *everything* instantly sounded better, more detailed, richer; music that I already knew well came to life in new ways.So, that experience definitely got me hooked on how good equipment can make music sound better, and I was hoping to replicate that magic when I bought these Sennheiser 4.40bt headphones. I prefer Bluetooth headphones because I usually wear my headphones when I’m out and about in the city or on the subway, and I just can’t be bothered with a cord – if there is a sacrifice in the audio quality versus corded headphones these days, I think it’s too small for me to really discern, and the freedom of having no cord is fantastic. On the other hand, it does mean you’re going to pay more for something decent: I did extensive research before settling on this model (on sale for $100), and I also considered the 4.50btc (same cans but with ANC for $150), the PXC 550 (Sennheiser’s top-of-the-line Bluetooth ANC cans for $300), the Bose Quietcomfort 35 (which everybody seems to agree are the best around, $350), and the many, many over-ear headphones by weird no-name Chinese companies that you can find on Amazon in the $60-70 range, all of which have hundreds of suspicious 5-star reviews, and many of which also seem to have ANC. (If you google for a real review, not on Amazon, of any of these popular headphones, you will get the lowdown on what they're really like.) The temptation to go for something in this category was strong because I just didn’t have $300 to drop on headphones, but in the end I am very glad that I swallowed my pride and got a more entry-level product by a reputable company. After some initial disappointment and some software tweaking and getting to know them, I’m very happy with the Sennheiser 4.40bt.My first listening experience was a letdown. I tried them on, listened to representative favorite albums from several genres, and came away with the same complaint in each. I’m not well equipped to provide verbal descriptions of my complaints, but I would say that everything sounded tinny, two-dimensional, and, surprisingly, not even really loud enough. I would have to crank the volume up all the way to the top to be able to listen to anything classical in the subway, and I worried that maybe I’d made a mistake not going for the noise-canceling model.Sennheiser suggests that you use their proprietary equalizer app, Captune, with these headphones, so I decided to give that a shot, and it certainly did improve my experience. The presets for classical and rock alone pretty much made everything sound completely different (i.e. better) regardless of genre. But Captune is an annoying, finicky app – I’m a Tidal subscriber and I was excited that Captune allegedly plays nice with Tidal, but even this turned out to be a disappointment: you end up having to navigate your Tidal library through the Captune interface, which is unintuitive and doesn’t allow you to access your offline albums. And if there’s a way that you can make your Captune EQ settings apply to all the sound on your phone instead of just what you play through the Captune player app, I wasn’t able to figure it out.This led me to find a third-party equalizer app, of which there are many. I paid $1.99 for an app called Equalizer FX Pro on the Google Play store, and this provided me with all the benefits I’d experienced with Captune, but also with the ability to use the equalizer when you’re using whatever app to play music (in my case Tidal), plus a loudness enhancer which has solved my aforementioned “not loud enough” problem. Basically, with the addition of this app, the 4.40bt have become a set of headphones that I feel very good about having paid $100 for. Certainly, I wish that no additional software were necessary for that to be the case, but at this point I’ll take it.Other things: battery life of the headphones is great, they last much longer than the cheap Archeer over-ear Bluetooth cans I was replacing. Pairing etc. is easy. I do have a complaint about the comfort of wearing them: the band doesn’t feel great on the top of my head, perhaps because it isn’t padded thickly enough. This has become less of an issue as I’ve played around with different ways to position that band, but they could be more comfortable. The pads over the ears are great, no complaint with how those feel.Pros: at $100, great value for audiophile quality (some work with an equalizer required) that most of the premium Bluetooth headphones will charge $300+ for. Block out noise pretty well without noise canceling. Comfortable fit over the ears. Conservative but attractive style. Nice build quality. Don’t turn on by accident in my bag and drain the battery like the ones I used to use.Cons: I found that in order to get great sound you have to use an equalizer, which adds an extra step to the listening experience but is worth it. Band a little uncomfortable on the top of my head.Four stars. Are my standards too high? Debatable. Obviously all the cheapo headphones in the $60-70 range do not deserve to have so many five star ratings, but they get them either because they’re fake reviews or because people who buy those headphones end up being pleasantly surprised by how much bang they got for their buck. Fair enough. Maybe I’m a little disappointed that I didn’t get something perfect when I spent my hard-earned $100, and maybe that is an unrealistic expectation. Maybe in a few years I’ll be in a place where I can drop $300 and get “the best.” If and when that happens, I would consider Sennheiser as a valid rival to Bose, but I would like to try them out first… hopefully by then they will have sorted out their equalizer problems (meaning either you won’t need an equalizer to make things sound good, or the Captune will become some effortless thing that automatically makes them sound like they should regardless of what media player you’re using).",4.0 out of 5 stars,Best option at the $100 price point; some work required...
